month,scheme_code,scheme_name,monthly_sip_amt,units_purchased,total_units,total_invested,current_value,xirr_pct,absolute_return_pct,xirr_flag
2023-04-01,120841,Kotak Bluechip Fund - Direct Plan - Growth,10000,50.6611,3497.0088,520000.0,670018.16,12.44,28.85,False
2023-05-01,120841,Kotak Bluechip Fund - Direct Plan - Growth,10000,45.5622,3542.5711,530000.0,764567.81,7.27,44.26,False
2023-06-01,120841,Kotak Bluechip Fund - Direct Plan - Growth,10000,130.0052,3672.5763,540000.0,278077.82,8.92,-48.5,False
2023-07-01,120841,Kotak Bluechip Fund - Direct Plan - Growth,10000,72.4165,3744.9928,550000.0,510457.43,8.02,-7.19,False
2023-08-01,120841,Kotak Bluechip Fund - Direct Plan - Growth,10000,73.3622,3818.355,560000.0,516366.72,9.86,-7.79,False
2023-09-01,120841,Kotak Bluechip Fund - Direct Plan - Growth,10000,37.2079,3855.5629,570000.0,1044005.47,13.78,83.16,False
2023-10-01,120841,Kotak Bluechip Fund - Direct Plan - Growth,10000,38.7852,3894.3482,580000.0,1009303.98,11.29,74.02,False
2023-11-01,120841,Kotak Bluechip Fund - Direct Plan - Growth,10000,84.4309,3978.7791,590000.0,468773.23,9.49,-20.55,False
2023-12-01,120841,Kotak Bluechip Fund - Direct Plan - Growth,10000,114.3641,4093.1432,600000.0,352084.96,14.11,-41.32,False
2019-01-01,125497,HDFC Top 100 Fund - Direct Plan - Growth,10000,63.8447,63.8447,10000.0,9648.06,11.76,-3.52,False
2019-02-01,125497,HDFC Top 100 Fund - Direct Plan - Growth,10000,26.1718,90.0166,20000.0,34171.88,13.8,70.86,False
2019-03-01,125497,HDFC Top 100 Fund - Direct Plan - Growth,10000,60.1395,150.1561,30000.0,24256.36,12.04,-19.15,False
2019-04-01,125497,HDFC Top 100 Fund - Direct Plan - Growth,10000,37.4434,187.5995,40000.0,50445.87,6.29,26.11,False
2019-05-01,125497,HDFC Top 100 Fund - Direct Plan - Growth,10000,30.1723,217.7717,50000.0,70625.27,11.72,41.25,False
2019-06-01,125497,HDFC Top 100 Fund - Direct Plan - Growth,10000,60.4814,278.2532,60000.0,46479.46,12.55,-22.53,False
2019-07-01,125497,HDFC Top 100 Fund - Direct Plan - Growth,10000,59.8229,338.0761,70000.0,57146.26,8.76,-18.36,False
2019-08-01,125497,HDFC Top 100 Fund - Direct Plan - Growth,10000,29.8134,367.8895,80000.0,119476.53,12.25,49.35,False
2019-09-01,125497,HDFC Top 100 Fund - Direct Plan - Growth,10000,28.5038,396.3933,90000.0,135647.42,9.4,50.72,False
2019-10-01,125497,HDFC Top 100 Fund - Direct Plan - Growth,10000,25.5768,421.9701,100000.0,168058.04,12.57,68.06,False
2019-11-01,125497,HDFC Top 100 Fund - Direct Plan - Growth,10000,102.417,524.3871,110000.0,50619.36,9.91,-53.98,False
2019-12-01,125497,HDFC Top 100 Fund - Direct Plan - Growth,10000,61.6409,586.028,120000.0,96251.96,12.64,-19.79,False
2020-01-01,125497,HDFC Top 100 Fund - Direct Plan - Growth,10000,26.2089,612.2369,130000.0,227924.59,6.16,75.33,False
2020-02-01,125497,HDFC Top 100 Fund - Direct Plan - Growth,10000,83.1255,695.3624,140000.0,86800.43,8.33,-38.0,False
2020-03-01,125497,HDFC Top 100 Fund - Direct Plan - Growth,10000,62.5156,757.878,150000.0,122509.62,16.53,-18.33,False
2020-04-01,125497,HDFC Top 100 Fund - Direct Plan - Growth,10000,25.7998,783.6778,160000.0,304650.19,10.2,90.41,False
2020-05-01,125497,HDFC Top 100 Fund - Direct Plan - Growth,10000,25.7036,809.3814,170000.0,305908.89,7.68,79.95,False
2020-06-01,125497,HDFC Top 100 Fund - Direct Plan - Growth,10000,65.7851,875.1666,180000.0,134036.34,16.35,-25.54,False
2020-07-01,125497,HDFC Top 100 Fund - Direct Plan - Growth,10000,34.1018,909.2684,190000.0,264525.0,10.33,39.22,False
2020-08-01,125497,HDFC Top 100 Fund - Direct Plan - Growth,10000,45.0755,954.3439,200000.0,214674.61,9.94,7.34,False
2020-09-01,125497,HDFC Top 100 Fund - Direct Plan - Growth,10000,39.7519,994.0958,210000.0,251447.57,12.13,19.74,False
2020-10-01,125497,HDFC Top 100 Fund - Direct Plan - Growth,10000,74.1565,1068.2523,220000.0,142874.11,11.95,-35.06,False
2020-11-01,125497,HDFC Top 100 Fund - Direct Plan - Growth,10000,55.06,1123.3123,230000.0,211210.2,13.81,-8.17,False
2020-12-01,125497,HDFC Top 100 Fund - Direct Plan - Growth,10000,29.7823,1153.0946,240000.0,395634.34,9.24,64.85,False
2021-01-01,125497,HDFC Top 100 Fund - Direct Plan - Growth,10000,53.3248,1206.4194,250000.0,231198.71,13.92,-7.52,False
2021-02-01,125497,HDFC Top 100 Fund - Direct Plan - Growth,10000,111.2842,1317.7036,260000.0,114857.54,13.62,-55.82,False
2021-03-01,125497,HDFC Top 100 Fund - Direct Plan - Growth,10000,40.4285,1358.1321,270000.0,332485.46,7.36,23.14,False
2021-04-01,125497,HDFC Top 100 Fund - Direct Plan - Growth,10000,38.8682,1397.0003,280000.0,360353.12,13.62,28.7,False
2021-05-01,125497,HDFC Top 100 Fund - Direct Plan - Growth,10000,41.4989,1438.4992,290000.0,347686.22,11.67,19.89,False
2021-06-01,125497,HDFC Top 100 Fund - Direct Plan - Growth,10000,34.65,1473.1493,300000.0,422339.91,19.4,40.78,False
2021-07-01,125497,HDFC Top 100 Fund - Direct Plan - Growth,10000,41.232,1514.3813,310000.0,358596.14,14.62,15.68,False
2021-08-01,125497,HDFC Top 100 Fund - Direct Plan - Growth,10000,26.0722,1540.4535,320000.0,591023.2,9.44,84.69,False
2021-09-01,125497,HDFC Top 100 Fund - Direct Plan - Growth,10000,47.2657,1587.7192,330000.0,335588.59,7.82,1.69,False
2021-10-01,125497,HDFC Top 100 Fund - Direct Plan - Growth,10000,33.5649,1621.2841,340000.0,477276.39,11.86,40.38,False
2021-11-01,125497,HDFC Top 100 Fund - Direct Plan - Growth,10000,49.1497,1670.4338,350000.0,329323.01,13.52,-5.91,False
2021-12-01,125497,HDFC Top 100 Fund - Direct Plan - Growth,10000,65.8025,1736.2363,360000.0,258769.95,7.64,-28.12,False
2022-01-01,125497,HDFC Top 100 Fund - Direct Plan - Growth,10000,34.1892,1770.4255,370000.0,506642.26,18.53,36.93,False
2022-02-01,125497,HDFC Top 100 Fund - Direct Plan - Growth,10000,29.7053,1800.1308,380000.0,582022.06,13.31,53.16,False
2022-03-01,125497,HDFC Top 100 Fund - Direct Plan - Growth,10000,30.4433,1830.5741,390000.0,592267.69,10.95,51.86,False
2022-04-01,125497,HDFC Top 100 Fund - Direct Plan - Growth,10000,51.7598,1882.3339,400000.0,368059.51,13.66,-7.99,False
2022-05-01,125497,HDFC Top 100 Fund - Direct Plan - Growth,10000,44.4919,1926.8258,410000.0,427177.54,7.93,4.19,False
2022-06-01,125497,HDFC Top 100 Fund - Direct Plan - Growth,10000,36.8094,1963.6352,420000.0,540098.52,13.66,28.59,False
2022-07-01,125497,HDFC Top 100 Fund - Direct Plan - Growth,10000,74.2335,2037.8687,430000.0,272956.69,13.33,-36.52,False
2022-08-01,125497,HDFC Top 100 Fund - Direct Plan - Growth,10000,35.6468,2073.5155,440000.0,576496.68,9.52,31.02,False
2022-09-01,125497,HDFC Top 100 Fund - Direct Plan - Growth,10000,33.2967,2106.8122,450000.0,632789.06,13.56,40.62,False
2022-10-01,125497,HDFC Top 100 Fund - Direct Plan - Growth,10000,30.6579,2137.4702,460000.0,701512.2,13.53,52.5,False
2022-11-01,125497,HDFC Top 100 Fund - Direct Plan - Growth,10000,131.7697,2269.2398,470000.0,169592.98,16.75,-63.92,False
2022-12-01,125497,HDFC Top 100 Fund - Direct Plan - Growth,10000,25.2048,2294.4446,480000.0,904087.37,11.64,88.35,False
2023-01-01,125497,HDFC Top 100 Fund - Direct Plan - Growth,10000,45.9284,2340.3731,490000.0,496130.49,11.42,1.25,False
2023-02-01,125497,HDFC Top 100 Fund - Direct Plan - Growth,10000,52.5541,2392.9272,500000.0,460173.02,14.29,-7.97,False
2023-03-01,125497,HDFC Top 100 Fund - Direct Plan - Growth,10000,43.9928,2436.92,510000.0,571240.59,13.56,12.01,False
2023-04-01,125497,HDFC Top 100 Fund - Direct Plan - Growth,10000,26.8716,2463.7916,520000.0,921953.29,10.66,77.3,False
2023-05-01,125497,HDFC Top 100 Fund - Direct Plan - Growth,10000,34.2349,2498.0264,530000.0,720016.43,14.91,35.85,False
2023-06-01,125497,HDFC Top 100 Fund - Direct Plan - Growth,10000,41.6181,2539.6445,540000.0,621833.14,8.77,15.15,False
2023-07-01,125497,HDFC Top 100 Fund - Direct Plan - Growth,10000,30.6044,2570.249,550000.0,851974.39,13.95,54.9,False
2023-08-01,125497,HDFC Top 100 Fund - Direct Plan - Growth,10000,56.8699,2627.1189,560000.0,451662.04,13.62,-19.35,False
2023-09-01,125497,HDFC Top 100 Fund - Direct Plan - Growth,10000,27.5156,2654.6345,570000.0,944522.31,4.71,65.71,False
2023-10-01,125497,HDFC Top 100 Fund - Direct Plan - Growth,10000,42.0309,2696.6654,580000.0,639536.23,12.77,10.26,False
2023-11-01,125497,HDFC Top 100 Fund - Direct Plan - Growth,10000,36.5818,2733.2472,590000.0,745440.93,20.6,26.35,False
2023-12-01,125497,HDFC Top 100 Fund - Direct Plan - Growth,10000,125.4076,2858.6548,600000.0,229676.31,12.44,-61.72,False
